datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,pm2.5,CO,NO2,O3,SO2
2019-09-30 00:00:00+05:00,94.24333333333334,78.60666666666665,86.03,106.86666666666666,81.25333333333333,94.28333333333333,74.22666666666667,69.22333333333333,0.12626666666666667,33.333333333333336,1.806,0.0,0.0,16.066666666666666,11.616666666666667,135.76,1005.6433333333333,30.493333333333332,2.6366666666666663,207.47,17.903333333333332,7.3,,0.4563333333333333,68.52808574879228,0.040268406,6.76e-05,0.12522432,0.000111528
2019-10-31 00:00:00+05:00,88.1032258064516,67.1741935483871,77.45161290322581,89.0516129032258,67.1741935483871,77.9258064516129,63.40967741935484,64.0741935483871,0.09161290322580645,12.903225806451612,1.2096774193548387,0.0,0.0,16.27741935483871,10.03225806451613,195.02903225806452,1012.6548387096774,15.399999999999999,2.4322580645161294,193.11935483870968,16.661290322580644,6.967741935483871,,0.4596774193548387,155.2972564504998,0.04783344,9.67e-05,0.12584436,8.41e-05
2019-11-30 00:00:00+05:00,77.07,57.156666666666666,66.83666666666666,76.98,57.156666666666666,66.82333333333334,54.556666666666665,66.82666666666667,0.017233333333333333,23.333333333333332,1.5283333333333333,0.0,0.0,13.903333333333334,7.456666666666666,254.05,1015.6800000000001,28.226666666666667,2.24,142.51333333333332,12.316666666666666,5.666666666666667,,0.455,200.9463575977163,0.03614144,0.000127843,0.1265967,0.000385751
2019-12-31 00:00:00+05:00,61.03548387096774,44.28709677419355,52.10967741935484,61.03225806451613,43.73870967741936,51.91935483870968,45.04838709677419,78.88709677419355,0.016967741935483872,12.903225806451612,1.3441935483870968,0.0,0.0,12.16451612903226,5.16774193548387,202.92903225806452,1019.0645161290323,36.81935483870968,1.4193548387096775,125.0,10.793548387096775,5.096774193548387,,0.45774193548387093,251.17563697989715,0.04030993,0.000158714,0.13655798,0.000365971
2020-01-31 00:00:00+05:00,61.122580645161285,43.906451612903226,52.329032258064515,61.122580645161285,42.751612903225805,52.119354838709675,44.067741935483866,75.84516129032258,0.09009677419354839,22.580645161290324,3.6293548387096775,0.0,0.0,13.358064516129033,10.632258064516128,240.9741935483871,1018.1580645161291,43.119354838709675,1.8903225806451613,127.25161290322582,10.98709677419355,5.258064516129032,,0.47096774193548385,182.35560592399654,0.03776863,0.000137941,0.13575728,0.000132522
2020-02-29 00:00:00+05:00,72.09310344827585,49.30344827586207,61.02413793103448,72.02413793103447,49.09655172413793,61.00344827586206,47.86551724137931,64.78620689655172,0.011724137931034481,10.344827586206897,0.7186206896551725,0.0,0.0,16.641379310344828,10.741379310344827,245.60689655172416,1017.1655172413792,27.66551724137931,2.513793103448276,190.6,16.47241379310345,7.137931034482759,,0.46827586206896554,77.30555347326336,0.04578397,0.000117005,0.14076023,4.71e-05
2020-03-31 00:00:00+05:00,76.23870967741935,56.458064516129035,66.52580645161291,75.91290322580646,56.458064516129035,66.48387096774194,54.62580645161291,68.02580645161291,0.4059677419354839,38.70967741935484,4.301290322580646,0.0,0.0,17.70967741935484,11.19032258064516,179.03548387096777,1013.441935483871,39.03548387096774,2.774193548387097,202.10645161290324,17.44193548387097,7.483870967741935,,0.4667741935483871,75.61330459220535,0.035902012,6.58e-05,0.13911317,-1.18e-05
2020-04-30 00:00:00+05:00,90.21666666666667,65.99333333333333,78.72,89.75,65.99333333333333,78.61,58.623333333333335,53.223333333333336,0.0527,26.666666666666668,1.8056666666666668,0.0,0.0,18.75,12.6,245.00333333333336,1010.1433333333333,35.730000000000004,3.19,273.5733333333334,23.59333333333333,8.866666666666667,,0.49,41.881350009041824,0.04088465,4.36e-05,0.13508348,5.11e-05
2020-05-31 00:00:00+05:00,99.18064516129031,75.60645161290323,87.4483870967742,100.91935483870968,75.86129032258064,88.1,61.71290322580645,45.645161290322584,0.03690322580645161,32.25806451612903,2.1509677419354842,0.0,0.0,20.799999999999997,16.929032258064513,198.84193548387097,1004.4645161290323,30.051612903225806,3.074193548387097,286.78064516129035,24.787096774193547,9.290322580645162,,0.4687096774193548,67.75352870209112,0.039925903,7.39e-05,0.12859388,7.95e-05
2020-06-30 00:00:00+05:00,99.77333333333333,79.74,89.81666666666666,110.32333333333332,81.85666666666665,96.37333333333332,70.45666666666666,55.13,0.04989999999999999,30.0,1.9446666666666668,0.0,0.0,19.523333333333333,17.533333333333335,116.8,1000.34,33.766666666666666,2.86,286.52000000000004,24.733333333333334,8.566666666666666,,0.4936666666666667,65.0302547211243,0.037170358,7.25e-05,0.12685849,4.83e-05
2020-07-31 00:00:00+05:00,96.91935483870968,80.54193548387097,88.70645161290322,113.89032258064516,84.96451612903226,99.71612903225805,75.97096774193548,67.6516129032258,0.21174193548387096,51.61290322580645,4.301612903225807,0.0,0.0,19.606451612903225,15.651612903225805,156.3032258064516,999.7,40.7,2.6580645161290324,251.67419354838708,21.73225806451613,8.096774193548388,,0.47677419354838707,42.9085103438715,0.040409148,6.42e-05,0.12603165,-0.000190416
2020-08-31 00:00:00+05:00,94.05806451612904,80.73870967741935,86.99677419354839,113.34516129032258,86.23225806451612,99.68064516129031,77.99032258064516,75.60967741935484,0.7031612903225807,58.064516129032256,4.569677419354838,0.0,0.0,17.661290322580644,11.912903225806453,127.5258064516129,999.3903225806451,45.096774193548384,2.7419354838709675,196.94193548387096,17.0,6.935483870967742,,0.4974193548387097,28.336986266933856,,5.56e-05,,
2020-09-30 00:00:00+05:00,96.55,79.53333333333333,87.87333333333332,107.14333333333335,82.67666666666668,95.78666666666666,73.72,65.0,0.1456,13.333333333333334,1.1113333333333335,0.0,0.0,13.213333333333333,8.303333333333333,217.29666666666665,1003.9166666666666,26.08,2.6566666666666667,223.29666666666665,19.283333333333335,7.633333333333334,,0.48433333333333334,64.7079008208928,,0.000109569,,
2020-10-31 00:00:00+05:00,91.80967741935484,65.43870967741935,78.86774193548388,90.39354838709677,65.43870967741935,78.66774193548386,58.480645161290326,53.10967741935484,0.00025806451612903227,3.225806451612903,0.13451612903225807,0.0,0.0,12.612903225806452,8.22258064516129,263.21612903225804,1009.074193548387,1.493548387096774,2.5,212.89354838709676,18.39032258064516,7.612903225806452,,0.49935483870967745,150.86667251051892,0.042089887,0.000102513,0.12016101,0.000138446
