datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,pm2.5,CO,NO2,O3,SO2
2019-01-31 00:00:00+05:00,77.33870967741936,56.44193548387097,66.79677419354839,77.07096774193548,56.15483870967742,66.74516129032257,46.32258064516129,51.13870967741936,0.017354838709677422,22.580645161290324,4.57,0.0,0.0,18.27741935483871,12.461290322580645,121.69354838709677,1018.0935483870968,16.329032258064515,2.8096774193548386,187.59032258064516,16.225806451612904,7.032258064516129,,0.4990322580645162,,0.038176116,0.000114598,0.10862361,0.000135651
2019-02-28 00:00:00+05:00,78.87857142857142,59.978571428571435,69.33571428571429,78.175,59.978571428571435,69.24285714285715,45.228571428571435,46.88928571428572,0.0054285714285714284,14.285714285714286,3.869285714285714,0.0,0.0,22.664285714285715,15.235714285714286,177.53571428571428,1015.9178571428572,17.185714285714287,3.2857142857142856,222.52857142857144,19.192857142857143,8.035714285714286,,0.47714285714285715,,0.03458936,8.35e-05,0.1123364,0.000139186
2019-03-31 00:00:00+05:00,87.2258064516129,66.76774193548388,76.66129032258064,85.41935483870968,66.76774193548388,76.11290322580645,52.645161290322584,47.36129032258064,0.005290322580645161,9.67741935483871,1.4783870967741934,0.0,0.0,23.93548387096774,13.961290322580645,216.3032258064516,1013.3225806451613,24.23225806451613,3.4322580645161294,255.60967741935482,22.080645161290324,8.67741935483871,,0.492258064516129,,0.035003748,7.33e-05,0.11827009,0.000106264
2019-04-30 00:00:00+05:00,95.02,75.78666666666666,84.26333333333334,97.06,75.84666666666666,85.88666666666667,65.66333333333334,57.446666666666665,0.0013333333333333333,3.3333333333333335,0.6943333333333332,0.0,0.0,27.293333333333333,17.08,246.53,1008.6866666666666,18.873333333333335,3.3733333333333335,297.07,25.67,9.7,,0.49633333333333335,,0.035192534,5.41e-05,0.12322317,4.35e-05
2019-05-31 00:00:00+05:00,95.70645161290322,80.03870967741935,87.01935483870967,102.71935483870968,83.38387096774194,93.13870967741936,71.01612903225806,62.10645161290322,0.0,0.0,0.0,0.0,0.0,29.761290322580646,17.92258064516129,244.68387096774194,1006.1193548387097,28.02258064516129,3.429032258064516,309.8677419354839,26.77741935483871,9.709677419354838,,0.5267741935483871,36.222156084656085,0.032460183,4.37e-05,0.12502506,6.07e-05
2019-06-30 00:00:00+05:00,97.59666666666666,83.87333333333332,90.35,110.86333333333333,92.61333333333333,101.86,75.70333333333333,63.769999999999996,0.0028,23.333333333333332,2.500333333333333,0.0,0.0,27.673333333333336,17.126666666666665,221.48666666666668,1001.4066666666666,41.54,3.353333333333333,284.13,24.52,8.9,,0.5,29.64108081632538,0.031524476,4.8e-05,0.12680206,5.46e-05
2019-07-31 00:00:00+05:00,93.62903225806451,84.20967741935483,88.04193548387097,105.19677419354838,91.97096774193548,97.94516129032259,75.30645161290323,67.07741935483871,0.08780645161290324,61.29032258064516,23.38741935483871,0.0,0.0,29.845161290322583,20.983870967741936,244.40967741935484,999.2935483870967,60.0258064516129,3.1774193548387095,227.84193548387097,19.661290322580644,7.387096774193548,,0.532258064516129,30.717713177705814,0.032133408,3.51e-05,0.12719107,-4.86e-05
2019-08-31 00:00:00+05:00,89.80645161290323,80.95161290322581,84.80000000000001,101.49354838709678,86.37096774193549,93.72258064516129,75.99354838709678,75.59677419354838,0.22496774193548388,67.74193548387096,19.624193548387098,0.0,0.0,22.58709677419355,19.503225806451614,239.83870967741936,1000.7548387096774,65.18709677419355,3.358064516129032,198.9806451612903,17.212903225806453,6.741935483870968,,0.45806451612903226,27.253697033448084,0.03291346,3.5e-05,0.1264163,-2.86e-05
2019-09-30 00:00:00+05:00,95.16333333333334,81.57666666666665,86.86,108.19,87.54333333333334,96.89666666666668,75.98,71.80333333333333,0.06943333333333332,40.0,9.999666666666666,0.0,0.0,20.57,15.653333333333334,235.98333333333332,1004.5433333333333,47.82,3.36,224.67666666666668,19.426666666666666,8.0,,0.4563333333333333,34.099649758454106,0.03310898,5.94e-05,0.12194477,5.03e-05
2019-10-31 00:00:00+05:00,94.99032258064516,75.0516129032258,84.50645161290322,96.10645161290323,75.73870967741935,86.10645161290323,63.667741935483875,54.28709677419355,0.015258064516129032,19.35483870967742,5.107741935483871,0.0,0.0,19.958064516129035,13.541935483870969,193.67419354838708,1011.1064516129032,22.967741935483872,3.4322580645161294,216.07419354838711,18.64516129032258,7.67741935483871,,0.4596774193548387,46.794004541508045,0.034000255,9.59e-05,0.12101135,0.000112852
2019-11-30 00:00:00+05:00,86.36999999999999,65.89,75.88000000000001,84.68,65.89,75.53999999999999,50.85333333333333,44.82666666666667,0.0044,6.666666666666667,1.9443333333333332,0.0,0.0,20.7,14.793333333333333,97.44,1014.3933333333333,24.163333333333334,3.1933333333333334,192.63666666666668,16.61,7.166666666666667,,0.455,61.9121626984127,0.035394,6.76e-05,0.112581484,6.73e-05
2019-12-31 00:00:00+05:00,79.05806451612904,56.00645161290323,66.90645161290323,78.42258064516129,55.24193548387097,66.70967741935483,39.84193548387096,41.44193548387097,0.0003870967741935484,9.67741935483871,0.4035483870967742,0.0,0.0,21.358064516129033,14.567741935483872,70.83225806451614,1017.1612903225806,22.64516129032258,2.9000000000000004,176.23548387096776,15.238709677419354,6.612903225806452,,0.45774193548387093,83.43038964074728,0.034062568,8.28e-05,0.120847784,8.85e-05
